,abbreviation,alt_color,alt_name1,alt_name2,alt_name3,color,conference,division,id,logos,mascot,school
0,ACU,#ebebeb,,ACU,Abil Christian,#4e2683,,,2000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2000.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2000.png']",Wildcats,Abilene Christian
1,ADST,,,ADST,Adams St,#000000,,,2001,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2001.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2001.png']",Grizzlies,Adams State
2,ADR,,,ADR,Adrian,#000000,,,2003,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2003.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2003.png']",Bulldogs,Adrian
3,AFA,#ffffff,,AFA,Air Force,#004a7b,Mountain West,Mountain,2005,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2005.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2005.png']",Falcons,Air Force
4,AKR,#84754e,,AKR,Akron,#00285e,Mid-American,East,2006,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2006.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2006.png']",Zips,Akron
5,ALA,#f1f2f3,,ALA,Alabama,#690014,SEC,West,333,"['http://a.espncdn.com/i/teamlogos/ncaa/500/333.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/333.png']",Crimson Tide,Alabama
6,AAMU,#ffffff,,AAMU,Alabama A&M,#790000,,,2010,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2010.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2010.png']",Bulldogs,Alabama A&M
7,ALST,#0a0a0a,,ALST,Alabama State,#e9a900,,,2011,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2011.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2011.png']",Hornets,Alabama State
8,ALBY,#ffffff,,ALBY,Albany,#3D2777,,,399,"['http://a.espncdn.com/i/teamlogos/ncaa/500/399.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/399.png']",Great Danes,Albany
9,ALB,,,ALB,Albany St (GA),#000000,,,2013,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2013.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2013.png']",Golden Rams,Albany State (GA)
10,ALBI,,,ALBI,Albion,#000000,,,2790,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2790.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2790.png']",Britons,Albion
11,ALB,,,ALB,Albright,#000000,,,2015,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2015.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2015.png']",Lions,Albright
12,ALCN,#46166a,,ALCN,Alcorn State,#4b0058,,,2016,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2016.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2016.png']",Braves,Alcorn State
13,ABC,,,ABC,Ald.-Broaddus,,,,2017,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2017.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2017.png']",Battlers,Alderson-Broaddus
14,ALF,,,ALF,Alfred,#000000,,,365,"['http://a.espncdn.com/i/teamlogos/ncaa/500/365.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/365.png']",Saxons,Alfred
15,ASC,,,ASC,Alfred St ,#000000,,,3162,"['http://a.espncdn.com/i/teamlogos/ncaa/500/3162.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/3162.png']",Pioneers,Alfred State College
16,ALL,,,ALL,Allegheny,#000000,,,2018,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2018.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2018.png']",Golden Gators,Allegheny
17,ALM,,,ALM,Alma College,#000000,,,2800,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2800.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2800.png']",Scots,Alma College
18,AIC,,,AIC,American Intl.,#000000,,,2022,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2022.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2022.png']",Yellow Jackets,American International
19,AMH,,Amherst,AMH,Amherst ,#000000,,,7,"['http://a.espncdn.com/i/teamlogos/ncaa/500/7.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/7.png']",Mammoths,Amherst College
20,AND,,,AND,Anderson (IN),#000000,,,2023,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2023.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2023.png']",Ravens,Anderson (IN)
21,ANG,,,ANG,Angelo St,#000000,,,2025,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2025.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2025.png']",Rams,Angelo State
22,ANN,,,ANN,Anna Maria ,#000000,,,15,"['http://a.espncdn.com/i/teamlogos/ncaa/500/15.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/15.png']",Amcats,Anna Maria College
23,APP,#ffcd00,,APP,Appalachian St,#000000,Sun Belt,,2026,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2026.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2026.png']",Mountaineers,Appalachian State
24,APP,,,APP,Apprentice School,#000000,,,3111,"['http://a.espncdn.com/i/teamlogos/ncaa/500/3111.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/3111.png']",Builders,Apprentice School
25,ARIZ,#00205b,,ARIZ,Arizona,#002449,Pac-12,South,12,"['http://a.espncdn.com/i/teamlogos/ncaa/500/12.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/12.png']",Wildcats,Arizona
26,AZCR,,,AZCR,Arizona Christian,,,,108358,,Firestorm,Arizona Christian
27,ASU,#f1f2f3,,ASU,Arizona State,#942139,Pac-12,South,9,"['http://a.espncdn.com/i/teamlogos/ncaa/500/9.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/9.png']",Sun Devils,Arizona State
28,ARK,#000000,,ARK,Arkansas,#9c1831,SEC,West,8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/8.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/8.png']",Razorbacks,Arkansas
29,ARK,,,ARK,AR-Monticello,#000000,,,2028,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2028.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2028.png']",Weevils,Arkansas-Monticello
30,UAPB,#eaaa00,,UAPB,AR-Pine Bluff,#e0aa0f,,,2029,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2029.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2029.png']",Golden Lions,Arkansas-Pine Bluff
31,ARST,#000000,,ARST,Arkansas State,#e81018,Sun Belt,,2032,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2032.png']",Red Wolves,Arkansas State
32,ARK,,,ARK,Arkansas Tech,#000000,,,2033,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2033.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2033.png']",Wonder Boys,Arkansas Tech
33,ARMY,#231f20,,ARMY,Army,#ce9c00,FBS Independents,,349,"['http://a.espncdn.com/i/teamlogos/ncaa/500/349.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/349.png']",Black Knights,Army
34,ASH,,,ASH,Ashland,#000000,,,308,"['http://a.espncdn.com/i/teamlogos/ncaa/500/308.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/308.png']",Eagles,Ashland
35,ASP,,,ASP,Assumption,#000000,,,2038,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2038.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2038.png']",Greyhounds,Assumption
36,AUB,#f1f2f3,,AUB,Auburn,#03244d,SEC,West,2,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2.png']",Tigers,Auburn
37,AUG,,,AUG,Augsburg,#000000,,,124,"['http://a.espncdn.com/i/teamlogos/ncaa/500/124.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/124.png']",Auggies,Augsburg
38,AUG,,,AUG,Augustana (IL),#000000,,,2042,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2042.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2042.png']",Vikings,Augustana (IL)
39,AUG,,,AUG,Augustana (SD),#000000,,,2043,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2043.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2043.png']",Vikings,Augustana (SD)
40,AUR,,,AUR,Aurora,#000000,,,2044,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2044.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2044.png']",Spartans,Aurora
41,AUS,,,AUS,Austin College,#000000,,,2045,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2045.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2045.png']",Kangaroos,Austin College
42,PEAY,,,PEAY,Austin Peay,#8e0b0b,,,2046,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2046.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2046.png']",Governors,Austin Peay
43,AMU,,,AMU,Ave Maria,#000000,,,3178,"['http://a.espncdn.com/i/teamlogos/ncaa/500/3178.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/3178.png']",Gyrenes,Ave Maria
44,AVE,,,AVE,Averett,#000000,,,2047,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2047.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2047.png']",Cougars,Averett
45,AVC,,,AVC,Avila College,#000000,,,2048,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2048.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2048.png']",Eagles,Avila College
46,AZU,,,AZU,Azusa Pacific,#000000,,,2049,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2049.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2049.png']",Cougars,Azusa Pacific
47,BKN,,,BKN,Bacone College,,,,487,"['http://a.espncdn.com/i/teamlogos/ncaa/500/487.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/487.png']",Warriors,Bacone College
48,BAK,,,BAK,Baker U,#000000,,,488,"['http://a.espncdn.com/i/teamlogos/ncaa/500/488.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/488.png']",Wildcats,Baker University
49,BAL,,,BAL,Baldwin-Wallace,#000000,,,188,"['http://a.espncdn.com/i/teamlogos/ncaa/500/188.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/188.png']",Yellow Jackets,Baldwin-Wallace
50,BALL,#ffffff,,BALL,Ball State,#DA0000,Mid-American,West,2050,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2050.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2050.png']",Cardinals,Ball State
51,BAT,,Bates,BAT,Bates College,#000000,,,121,"['http://a.espncdn.com/i/teamlogos/ncaa/500/121.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/121.png']",Bobcats,Bates College
52,BAY,#ffb81c,,BAY,Baylor,#004834,Big 12,,239,"['http://a.espncdn.com/i/teamlogos/ncaa/500/239.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/239.png']",Bears,Baylor
53,BEC,,,BEC,Becker College,#000000,,,479,"['http://a.espncdn.com/i/teamlogos/ncaa/500/479.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/479.png']",Hawks,Becker College
54,BEL,,Beloit,BEL,Beloit College,#000000,,,266,"['http://a.espncdn.com/i/teamlogos/ncaa/500/266.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/266.png']",Buccaneers,Beloit College
55,BEM,,,BEM,Bemidji State,#000000,,,132,"['http://a.espncdn.com/i/teamlogos/ncaa/500/132.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/132.png']",Beavers,Bemidji State
56,BBG,,,BBG,Benedict,,,,490,"['http://a.espncdn.com/i/teamlogos/ncaa/500/490.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/490.png']",Tigers,Benedict College
57,BEN,,,BEN,Benedictine,,,,16111,"['http://a.espncdn.com/i/teamlogos/ncaa/500/16111.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/16111.png']",Bndctne Col,Benedictine College
58,BEN,,,BEN,Benedictine (IL),#000000,,,2283,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2283.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2283.png']",Eagles,Benedictine (IL)
59,BENT,,,BENT,Bentley,#000000,,,2060,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2060.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2060.png']",Falcons,Bentley
60,BER,,,BER,Berry,,,,2757,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2757.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2757.png']",Vikings,Berry College
61,BET,,,BET,Bethany (KS),#000000,,,492,"['http://a.espncdn.com/i/teamlogos/ncaa/500/492.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/492.png']",Swedes,Bethany (KS)
62,BET,,,BET,Bethany (WV),#000000,,,2062,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2062.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2062.png']",Bison,Bethany (WV)
63,BET,,,BET,Bethel (MN),#000000,,,2802,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2802.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2802.png']",Royals,Bethel (MN)
64,BET,,,BET,Bethel (TN),#000000,,,2064,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2064.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2064.png']",Wildcats,Bethel (TN)
65,BCU,#e9aa12,,BCU,Bethune-Cookman,#7b1831,,,2065,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2065.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2065.png']",Wildcats,Bethune-Cookman
66,BIR,,,BIR,Birmingham-Southern,#000000,,,3,"['http://a.espncdn.com/i/teamlogos/ncaa/500/3.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/3.png']",Panthers,Birmingham-Southern
67,BLA,,,BLA,Blackburn,#000000,,,2070,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2070.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2070.png']",Beavers,Blackburn
68,BLA,,,BLA,Black Hills St,#000000,,,2069,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2069.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2069.png']",Yellow Jackets,Black Hills State
69,BLO,,,BLO,Bloomsburg,#000000,,,2071,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2071.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2071.png']",Huskies,Bloomsburg
70,BLU,,,BLU,Bluefield ,,,,495,"['http://a.espncdn.com/i/teamlogos/ncaa/500/495.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/495.png']",Rams,Bluefield College
71,BLU,,,BLU,Bluffton,#000000,,,2074,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2074.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2074.png']",Beavers,Bluffton
72,BSU,#d8d9da,,BSU,Boise State,#09347A,Mountain West,Mountain,68,"['http://a.espncdn.com/i/teamlogos/ncaa/500/68.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/68.png']",Broncos,Boise State
73,BC,#a39161,,BC,Boston College,#88001a,ACC,Atlantic,103,"['http://a.espncdn.com/i/teamlogos/ncaa/500/103.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/103.png']",Eagles,Boston College
74,BOW,,,BOW,Bowdoin,#000000,,,340,"['http://a.espncdn.com/i/teamlogos/ncaa/500/340.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/340.png']",Polar Bears,Bowdoin
75,BGSU,#492000,Bowling Green State,BGSU,Bowling Green,#2b1000,Mid-American,East,189,"['http://a.espncdn.com/i/teamlogos/ncaa/500/189.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/189.png']",Falcons,Bowling Green
76,BRE,,,BRE,Brevard ,#000000,,,2913,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2913.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2913.png']",Tornados,Brevard College
77,BGW,,,BGW,Bridgewater St,#000000,,,18,"['http://a.espncdn.com/i/teamlogos/ncaa/500/18.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/18.png']",Bears,Bridgewater State
78,BRD,,,BRD,Bridgewater (VA),#000000,,,2079,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2079.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2079.png']",Eagles,Bridgewater (VA)
79,BBM,,,BBM,Brit Columbia,#000000,,,2080,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2080.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2080.png']",Thunderbirds,Brit Columbia
80,BRO,,,BRO,Brockport St (NY),#000000,,,2781,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2781.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2781.png']",Golden Eagles,Brockport State (NY)
81,BRWN,#949300,,BRWN,Brown,#411e09,,,225,"['http://a.espncdn.com/i/teamlogos/ncaa/500/225.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/225.png']",Bears,Brown
82,BRY,#9f8343,,BRY,Bryant,#000000,,,2803,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2803.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2803.png']",Bulldogs,Bryant
83,BUCK,#00316e,,BUCK,Bucknell,#000060,,,2083,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2083.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2083.png']",Bison,Bucknell
84,BUE,,,BUE,Buena Vista,#000000,,,63,"['http://a.espncdn.com/i/teamlogos/ncaa/500/63.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/63.png']",Beavers,Buena Vista
85,BUFF,#ebebeb,,BUFF,Buffalo,#041A9B,Mid-American,East,2084,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2084.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2084.png']",Bulls,Buffalo
86,BUF,,,BUF,Buffalo St,#000000,,,2085,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2085.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2085.png']",Bengals,Buffalo State
87,BUT,#00a3e0,,BUT,Butler,#0d1361,,,2086,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2086.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2086.png']",Bulldogs,Butler
88,BYU,#ffffff,Brigham Young,BYU,BYU,#001E4C,FBS Independents,,252,"['http://a.espncdn.com/i/teamlogos/ncaa/500/252.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/252.png']",Cougars,BYU
89,CAL,#ffc423,,CAL,Cal,#031522,Pac-12,North,25,"['http://a.espncdn.com/i/teamlogos/ncaa/500/25.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/25.png']",Golden Bears,California
90,CAL,,,CAL,California (PA),#000000,,,2858,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2858.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2858.png']",Vulcans,California (PA)
91,CAL,,California Lutheran,CAL,Cal Lutheran,#000000,,,2094,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2094.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2094.png']",Kingsmen,Cal Lutheran
92,CP,#eed897,,CP,Cal Poly,#1E4D2B,,,13,"['http://a.espncdn.com/i/teamlogos/ncaa/500/13.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/13.png']",Mustangs,Cal Poly
93,CAMP,,,CAMP,Campbell,#000000,,,2097,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2097.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2097.png']",Camels,Campbell
94,CAP,,,CAP,Capital,#000000,,,424,"['http://a.espncdn.com/i/teamlogos/ncaa/500/424.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/424.png']",Crusaders,Capital
95,CAR,,,CAR,Carleton,#000000,,,2101,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2101.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2101.png']",Knights,Carleton
96,CAR,,,CAR,Carnegie Mellon,#000000,,,2102,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2102.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2102.png']",Tartans,Carnegie Mellon
97,CAR,,,CAR,Carroll (WI),#000000,,,32,"['http://a.espncdn.com/i/teamlogos/ncaa/500/32.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/32.png']",Pioneers,Carroll (WI)
98,CNEW,,,CNEW,Carson-Newman,#000000,,,2105,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2105.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2105.png']",Eagles,Carson-Newman
99,CAR,,,CAR,Carthage,#000000,,,2106,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2106.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2106.png']",Redmen,Carthage
100,CSR,,,CSR,Case West Reserve,#000000,,,2963,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2963.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2963.png']",Spartans,Case Western Reserve
101,CAS,,,CAS,Castleton St ,#000000,,,293,"['http://a.espncdn.com/i/teamlogos/ncaa/500/293.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/293.png']",Spartans,Castleton State College
102,CAT,,,CAT,Catawba,#000000,,,2107,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2107.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2107.png']",Indians,Catawba
103,CATH,,,CATH,Catholic Univ.,#000000,,,2108,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2108.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2108.png']",Cardinals,Catholic University
104,CEN,,,CEN,Central,#000000,,,2964,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2964.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2964.png']",Dutch,Central
105,UCA,#8e959a,,UCA,Cent Arkansas,#a7a9ac,,,2110,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2110.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2110.png']",Bears,Central Arkansas
106,CCSU,#d1d5d8,Central Connecticut State,CCSU,Cent Conn St,#1B49A2,,,2115,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2115.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2115.png']",Blue Devils,Central Connecticut
107,CDF,,,CDF,Cent Methodist,#000000,,,2860,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2860.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2860.png']",Eagles,Central Methodist
108,CMU,#ffffff,,CMU,Cent Michigan,#6a0032,Mid-American,West,2117,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2117.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2117.png']",Chippewas,Central Michigan
109,CEN,,,CEN,Cent Missouri St,#000000,,,2118,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2118.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2118.png']",Mules,Central Missouri State
110,CEN,,,CEN,Cent Oklahoma,#000000,,,2122,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2122.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2122.png']",Bronchos,Central Oklahoma
111,CCI,,,CCI,Central St,#000000,,,2119,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2119.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2119.png']",Marauders,Central State
112,CEN,,,CEN,Cent Washington,#000000,,,2120,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2120.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2120.png']",Wildcats,Central Washington
113,CEN,,,CEN,Centre,#000000,,,2121,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2121.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2121.png']",Colonels,Centre
114,CHA,,,CHA,Chadron St,#000000,,,2123,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2123.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2123.png']",Eagles,Chadron State
115,CHA,,,CHA,Chapman,#000000,,,411,"['http://a.espncdn.com/i/teamlogos/ncaa/500/411.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/411.png']",Panthers,Chapman
116,CHSO,#ded090,,CHSO,Charleston So,#2e3192,,,2127,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2127.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2127.png']",Buccaneers,Charleston Southern
117,CHA,,,CHA,Charleston (WV),#000000,,,2128,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2128.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2128.png']",Golden Eagles,Charleston (WV)
118,CHAR,#cfab7a,,CHAR,Charlotte,#0C562D,Conference USA,East,2429,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2429.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2429.png']",49ers,Charlotte
119,CHAT,#dca71d,,CHAT,Chattanooga,#00386b,,,236,"['http://a.espncdn.com/i/teamlogos/ncaa/500/236.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/236.png']",Mocs,Chattanooga
120,CHE,,,CHE,Cheyney,#000000,,,2129,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2129.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2129.png']",Wolves,Cheyney
121,CHI,,,CHI,Chicago,#000000,,,80,"['http://a.espncdn.com/i/teamlogos/ncaa/500/80.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/80.png']",Maroons,Chicago
122,CHR,,,CHR,Christopher Newport,#000000,,,3112,"['http://a.espncdn.com/i/teamlogos/ncaa/500/3112.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/3112.png']",Captains,Christopher Newport
123,CIN,#717073,,CIN,Cincinnati,#000000,American Athletic,East,2132,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2132.png']",Bearcats,Cincinnati
124,CLA,,,CLA,Claremont,#000000,,,17,"['http://a.espncdn.com/i/teamlogos/ncaa/500/17.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/17.png']",Stags,Claremont
